Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,Continent
South Africa,Sorghum,2009,495,26857.0,15.44,32339,Africa
South Africa,Sorghum,2009,495,26857.0,18.67,32339,Africa
South Africa,Sorghum,2009,495,26857.0,15.44,32339,Africa
South Africa,Soybeans,2009,495,26857.0,20.71,21703,Africa
South Africa,Soybeans,2009,495,26857.0,15.44,21703,Africa
South Africa,Soybeans,2009,495,26857.0,18.67,21703,Africa
South Africa,Soybeans,2009,495,26857.0,15.44,21703,Africa
South Africa,Sweet potatoes,2009,495,26857.0,20.71,30010,Africa
South Africa,Sweet potatoes,2009,495,26857.0,15.44,30010,Africa
South Africa,Sweet potatoes,2009,495,26857.0,18.67,30010,Africa
South Africa,Sweet potatoes,2009,495,26857.0,15.44,30010,Africa
South Africa,Wheat,2009,495,26857.0,20.71,30475,Africa
South Africa,Wheat,2009,495,26857.0,15.44,30475,Africa
South Africa,Wheat,2009,495,26857.0,18.67,30475,Africa
South Africa,Wheat,2009,495,26857.0,15.44,30475,Africa
South Africa,Maize,2010,495,26857.0,21.54,46736,Africa
South Africa,Maize,2010,495,26857.0,16.11,46736,Africa
South Africa,Maize,2010,495,26857.0,19.31,46736,Africa
South Africa,Maize,2010,495,26857.0,16.11,46736,Africa
South Africa,Potatoes,2010,495,26857.0,21.54,342609,Africa
South Africa,Potatoes,2010,495,26857.0,16.11,342609,Africa
South Africa,Potatoes,2010,495,26857.0,19.31,342609,Africa
South Africa,Potatoes,2010,495,26857.0,16.11,342609,Africa
South Africa,"Rice, paddy",2010,495,26857.0,21.54,25885,Africa
South Africa,"Rice, paddy",2010,495,26857.0,16.11,25885,Africa
South Africa,"Rice, paddy",2010,495,26857.0,19.31,25885,Africa
South Africa,"Rice, paddy",2010,495,26857.0,16.11,25885,Africa
South Africa,Sorghum,2010,495,26857.0,21.54,22671,Africa
South Africa,Sorghum,2010,495,26857.0,16.11,22671,Africa
South Africa,Sorghum,2010,495,26857.0,19.31,22671,Africa
South Africa,Sorghum,2010,495,26857.0,16.11,22671,Africa
South Africa,Soybeans,2010,495,26857.0,21.54,18173,Africa
South Africa,Soybeans,2010,495,26857.0,16.11,18173,Africa
South Africa,Soybeans,2010,495,26857.0,19.31,18173,Africa
South Africa,Soybeans,2010,495,26857.0,16.11,18173,Africa
South Africa,Sweet potatoes,2010,495,26857.0,21.54,30877,Africa
South Africa,Sweet potatoes,2010,495,26857.0,16.11,30877,Africa
South Africa,Sweet potatoes,2010,495,26857.0,19.31,30877,Africa
South Africa,Sweet potatoes,2010,495,26857.0,16.11,30877,Africa
South Africa,Wheat,2010,495,26857.0,21.54,25623,Africa
South Africa,Wheat,2010,495,26857.0,16.11,25623,Africa
South Africa,Wheat,2010,495,26857.0,19.31,25623,Africa
South Africa,Wheat,2010,495,26857.0,16.11,25623,Africa
South Africa,Maize,2011,495,26857.0,20.72,43671,Africa
South Africa,Maize,2011,495,26857.0,15.49,43671,Africa
South Africa,Maize,2011,495,26857.0,18.75,43671,Africa
South Africa,Maize,2011,495,26857.0,15.49,43671,Africa
South Africa,Potatoes,2011,495,26857.0,20.72,349826,Africa
South Africa,Potatoes,2011,495,26857.0,15.49,349826,Africa
South Africa,Potatoes,2011,495,26857.0,18.75,349826,Africa
South Africa,Potatoes,2011,495,26857.0,15.49,349826,Africa
South Africa,"Rice, paddy",2011,495,26857.0,20.72,26151,Africa
South Africa,"Rice, paddy",2011,495,26857.0,15.49,26151,Africa
South Africa,"Rice, paddy",2011,495,26857.0,18.75,26151,Africa
South Africa,"Rice, paddy",2011,495,26857.0,15.49,26151,Africa
South Africa,Sorghum,2011,495,26857.0,20.72,22399,Africa
South Africa,Sorghum,2011,495,26857.0,15.49,22399,Africa
South Africa,Sorghum,2011,495,26857.0,18.75,22399,Africa
South Africa,Sorghum,2011,495,26857.0,15.49,22399,Africa
South Africa,Soybeans,2011,495,26857.0,20.72,16986,Africa
South Africa,Soybeans,2011,495,26857.0,15.49,16986,Africa
South Africa,Soybeans,2011,495,26857.0,18.75,16986,Africa
South Africa,Soybeans,2011,495,26857.0,15.49,16986,Africa
South Africa,Sweet potatoes,2011,495,26857.0,20.72,30706,Africa
South Africa,Sweet potatoes,2011,495,26857.0,15.49,30706,Africa
South Africa,Sweet potatoes,2011,495,26857.0,18.75,30706,Africa
South Africa,Sweet potatoes,2011,495,26857.0,15.49,30706,Africa
South Africa,Wheat,2011,495,26857.0,20.72,33157,Africa
South Africa,Wheat,2011,495,26857.0,15.49,33157,Africa
South Africa,Wheat,2011,495,26857.0,18.75,33157,Africa
South Africa,Wheat,2011,495,26857.0,15.49,33157,Africa
South Africa,Maize,2012,495,26857.0,21.24,44905,Africa
South Africa,Maize,2012,495,26857.0,15.89,44905,Africa
South Africa,Maize,2012,495,26857.0,19.14,44905,Africa
South Africa,Maize,2012,495,26857.0,15.89,44905,Africa
South Africa,Potatoes,2012,495,26857.0,21.24,351066,Africa
South Africa,Potatoes,2012,495,26857.0,15.89,351066,Africa
South Africa,Potatoes,2012,495,26857.0,19.14,351066,Africa
South Africa,Potatoes,2012,495,26857.0,15.89,351066,Africa
South Africa,"Rice, paddy",2012,495,26857.0,21.24,27273,Africa
South Africa,"Rice, paddy",2012,495,26857.0,15.89,27273,Africa
South Africa,"Rice, paddy",2012,495,26857.0,19.14,27273,Africa
South Africa,"Rice, paddy",2012,495,26857.0,15.89,27273,Africa
South Africa,Sorghum,2012,495,26857.0,21.24,27806,Africa
South Africa,Sorghum,2012,495,26857.0,15.89,27806,Africa
South Africa,Sorghum,2012,495,26857.0,19.14,27806,Africa
South Africa,Sorghum,2012,495,26857.0,15.89,27806,Africa
South Africa,Soybeans,2012,495,26857.0,21.24,13771,Africa
South Africa,Soybeans,2012,495,26857.0,15.89,13771,Africa
South Africa,Soybeans,2012,495,26857.0,19.14,13771,Africa
South Africa,Soybeans,2012,495,26857.0,15.89,13771,Africa
South Africa,Sweet potatoes,2012,495,26857.0,21.24,30138,Africa
South Africa,Sweet potatoes,2012,495,26857.0,15.89,30138,Africa
South Africa,Sweet potatoes,2012,495,26857.0,19.14,30138,Africa
South Africa,Sweet potatoes,2012,495,26857.0,15.89,30138,Africa
South Africa,Wheat,2012,495,26857.0,21.24,37476,Africa
South Africa,Wheat,2012,495,26857.0,15.89,37476,Africa
South Africa,Wheat,2012,495,26857.0,19.14,37476,Africa
South Africa,Wheat,2012,495,26857.0,15.89,37476,Africa
South Africa,Maize,2013,495,26857.0,21.31,42466,Africa
South Africa,Maize,2013,495,26857.0,14.98,42466,Africa
South Africa,Maize,2013,495,26857.0,18.0,42466,Africa
South Africa,Maize,2013,495,26857.0,14.98,42466,Africa
South Africa,Potatoes,2013,495,26857.0,21.31,353546,Africa
South Africa,Potatoes,2013,495,26857.0,14.98,353546,Africa
South Africa,Potatoes,2013,495,26857.0,18.0,353546,Africa
South Africa,Potatoes,2013,495,26857.0,14.98,353546,Africa
South Africa,"Rice, paddy",2013,495,26857.0,21.31,26087,Africa
South Africa,"Rice, paddy",2013,495,26857.0,14.98,26087,Africa
South Africa,"Rice, paddy",2013,495,26857.0,18.0,26087,Africa
South Africa,"Rice, paddy",2013,495,26857.0,14.98,26087,Africa
South Africa,Sorghum,2013,495,26857.0,21.31,23507,Africa
South Africa,Sorghum,2013,495,26857.0,14.98,23507,Africa
South Africa,Sorghum,2013,495,26857.0,18.0,23507,Africa
South Africa,Sorghum,2013,495,26857.0,14.98,23507,Africa
South Africa,Soybeans,2013,495,26857.0,21.31,15189,Africa
South Africa,Soybeans,2013,495,26857.0,14.98,15189,Africa
South Africa,Soybeans,2013,495,26857.0,18.0,15189,Africa
South Africa,Soybeans,2013,495,26857.0,14.98,15189,Africa
South Africa,Sweet potatoes,2013,495,26857.0,21.31,29812,Africa
South Africa,Sweet potatoes,2013,495,26857.0,14.98,29812,Africa
South Africa,Sweet potatoes,2013,495,26857.0,18.0,29812,Africa
South Africa,Sweet potatoes,2013,495,26857.0,14.98,29812,Africa
South Africa,Wheat,2013,495,26857.0,21.31,36993,Africa
South Africa,Wheat,2013,495,26857.0,14.98,36993,Africa
South Africa,Wheat,2013,495,26857.0,18.0,36993,Africa
South Africa,Wheat,2013,495,26857.0,14.98,36993,Africa
Spain,Maize,1990,636,39562.0,17.3,64256,Europe
Spain,Maize,1990,636,39562.0,12.68,64256,Europe
Spain,Maize,1990,636,39562.0,17.36,64256,Europe
Spain,Potatoes,1990,636,39562.0,17.3,196487,Europe
Spain,Potatoes,1990,636,39562.0,12.68,196487,Europe
Spain,Potatoes,1990,636,39562.0,17.36,196487,Europe
Spain,"Rice, paddy",1990,636,39562.0,17.3,63209,Europe
Spain,"Rice, paddy",1990,636,39562.0,12.68,63209,Europe
Spain,"Rice, paddy",1990,636,39562.0,17.36,63209,Europe
Spain,Sorghum,1990,636,39562.0,17.3,53234,Europe
Spain,Sorghum,1990,636,39562.0,12.68,53234,Europe
Spain,Sorghum,1990,636,39562.0,17.36,53234,Europe
Spain,Soybeans,1990,636,39562.0,17.3,24253,Europe
Spain,Soybeans,1990,636,39562.0,12.68,24253,Europe
Spain,Soybeans,1990,636,39562.0,17.36,24253,Europe
Spain,Sweet potatoes,1990,636,39562.0,17.3,170608,Europe
Spain,Sweet potatoes,1990,636,39562.0,12.68,170608,Europe
Spain,Sweet potatoes,1990,636,39562.0,17.36,170608,Europe
Spain,Wheat,1990,636,39562.0,17.3,23789,Europe
Spain,Wheat,1990,636,39562.0,12.68,23789,Europe
Spain,Wheat,1990,636,39562.0,17.36,23789,Europe
Spain,Maize,1991,636,39147.0,16.37,66692,Europe
Spain,Maize,1991,636,39147.0,11.92,66692,Europe
Spain,Maize,1991,636,39147.0,16.58,66692,Europe
Spain,Potatoes,1991,636,39147.0,16.37,194673,Europe
Spain,Potatoes,1991,636,39147.0,11.92,194673,Europe
Spain,Potatoes,1991,636,39147.0,16.58,194673,Europe
Spain,"Rice, paddy",1991,636,39147.0,16.37,62082,Europe
Spain,"Rice, paddy",1991,636,39147.0,11.92,62082,Europe
Spain,"Rice, paddy",1991,636,39147.0,16.58,62082,Europe
Spain,Sorghum,1991,636,39147.0,16.37,55615,Europe
Spain,Sorghum,1991,636,39147.0,11.92,55615,Europe
Spain,Sorghum,1991,636,39147.0,16.58,55615,Europe
Spain,Soybeans,1991,636,39147.0,16.37,26222,Europe
Spain,Soybeans,1991,636,39147.0,11.92,26222,Europe
Spain,Soybeans,1991,636,39147.0,16.58,26222,Europe
Spain,Sweet potatoes,1991,636,39147.0,16.37,174323,Europe
Spain,Sweet potatoes,1991,636,39147.0,11.92,174323,Europe
Spain,Sweet potatoes,1991,636,39147.0,16.58,174323,Europe
Spain,Wheat,1991,636,39147.0,16.37,24592,Europe
Spain,Wheat,1991,636,39147.0,11.92,24592,Europe
Spain,Wheat,1991,636,39147.0,16.58,24592,Europe
Spain,Maize,1992,636,31839.0,16.35,70170,Europe
Spain,Maize,1992,636,31839.0,11.89,70170,Europe
Spain,Maize,1992,636,31839.0,16.65,70170,Europe
Spain,Potatoes,1992,636,31839.0,16.35,201457,Europe
Spain,Potatoes,1992,636,31839.0,11.89,201457,Europe
Spain,Potatoes,1992,636,31839.0,16.65,201457,Europe
Spain,"Rice, paddy",1992,636,31839.0,16.35,64481,Europe
Spain,"Rice, paddy",1992,636,31839.0,11.89,64481,Europe
Spain,"Rice, paddy",1992,636,31839.0,16.65,64481,Europe
Spain,Sorghum,1992,636,31839.0,16.35,56207,Europe
Spain,Sorghum,1992,636,31839.0,11.89,56207,Europe
Spain,Sorghum,1992,636,31839.0,16.65,56207,Europe
Spain,Soybeans,1992,636,31839.0,16.35,20184,Europe
Spain,Soybeans,1992,636,31839.0,11.89,20184,Europe
Spain,Soybeans,1992,636,31839.0,16.65,20184,Europe
Spain,Sweet potatoes,1992,636,31839.0,16.35,170506,Europe
Spain,Sweet potatoes,1992,636,31839.0,11.89,170506,Europe
Spain,Sweet potatoes,1992,636,31839.0,16.65,170506,Europe
Spain,Wheat,1992,636,31839.0,16.35,19426,Europe
Spain,Wheat,1992,636,31839.0,11.89,19426,Europe
Spain,Wheat,1992,636,31839.0,16.65,19426,Europe
Spain,Maize,1993,636,29408.0,16.28,61736,Europe
Spain,Maize,1993,636,29408.0,11.12,61736,Europe
Spain,Maize,1993,636,29408.0,16.4,61736,Europe
Spain,Potatoes,1993,636,29408.0,16.28,183745,Europe
Spain,Potatoes,1993,636,29408.0,11.12,183745,Europe
Spain,Potatoes,1993,636,29408.0,16.4,183745,Europe
Spain,"Rice, paddy",1993,636,29408.0,16.28,66694,Europe
Spain,"Rice, paddy",1993,636,29408.0,11.12,66694,Europe
Spain,"Rice, paddy",1993,636,29408.0,16.4,66694,Europe
Spain,Sorghum,1993,636,29408.0,16.28,45660,Europe
Spain,Sorghum,1993,636,29408.0,11.12,45660,Europe
Spain,Sorghum,1993,636,29408.0,16.4,45660,Europe
Spain,Soybeans,1993,636,29408.0,16.28,15456,Europe
Spain,Soybeans,1993,636,29408.0,11.12,15456,Europe
Spain,Soybeans,1993,636,29408.0,16.4,15456,Europe
Spain,Sweet potatoes,1993,636,29408.0,16.28,185053,Europe
Spain,Sweet potatoes,1993,636,29408.0,11.12,185053,Europe
Spain,Sweet potatoes,1993,636,29408.0,16.4,185053,Europe
Spain,Wheat,1993,636,29408.0,16.28,24492,Europe
Spain,Wheat,1993,636,29408.0,11.12,24492,Europe
Spain,Wheat,1993,636,29408.0,16.4,24492,Europe
Spain,Maize,1994,636,31244.0,17.51,68566,Europe
Spain,Maize,1994,636,31244.0,12.45,68566,Europe
Spain,Maize,1994,636,31244.0,17.67,68566,Europe
Spain,Potatoes,1994,636,31244.0,17.51,192339,Europe
Spain,Potatoes,1994,636,31244.0,12.45,192339,Europe
Spain,Potatoes,1994,636,31244.0,17.67,192339,Europe
Spain,"Rice, paddy",1994,636,31244.0,17.51,61109,Europe
Spain,"Rice, paddy",1994,636,31244.0,12.45,61109,Europe
Spain,"Rice, paddy",1994,636,31244.0,17.67,61109,Europe
Spain,Sorghum,1994,636,31244.0,17.51,37951,Europe
Spain,Sorghum,1994,636,31244.0,12.45,37951,Europe
Spain,Sorghum,1994,636,31244.0,17.67,37951,Europe
Spain,Soybeans,1994,636,31244.0,17.51,18048,Europe
Spain,Soybeans,1994,636,31244.0,12.45,18048,Europe
Spain,Soybeans,1994,636,31244.0,17.67,18048,Europe
Spain,Sweet potatoes,1994,636,31244.0,17.51,191059,Europe
Spain,Sweet potatoes,1994,636,31244.0,12.45,191059,Europe
Spain,Sweet potatoes,1994,636,31244.0,17.67,191059,Europe
Spain,Wheat,1994,636,31244.0,17.51,21843,Europe
Spain,Wheat,1994,636,31244.0,12.45,21843,Europe
Spain,Wheat,1994,636,31244.0,17.67,21843,Europe
Spain,Maize,1995,636,27852.0,17.33,72459,Europe
Spain,Maize,1995,636,27852.0,12.99,72459,Europe
Spain,Maize,1995,636,27852.0,17.66,72459,Europe
Spain,Potatoes,1995,636,27852.0,17.33,189990,Europe
Spain,Potatoes,1995,636,27852.0,12.99,189990,Europe
Spain,Potatoes,1995,636,27852.0,17.66,189990,Europe
Spain,"Rice, paddy",1995,636,27852.0,17.33,60459,Europe
Spain,"Rice, paddy",1995,636,27852.0,12.99,60459,Europe
Spain,"Rice, paddy",1995,636,27852.0,17.66,60459,Europe
Spain,Sorghum,1995,636,27852.0,17.33,42969,Europe
Spain,Sorghum,1995,636,27852.0,12.99,42969,Europe
Spain,Sorghum,1995,636,27852.0,17.66,42969,Europe
Spain,Soybeans,1995,636,27852.0,17.33,17982,Europe
Spain,Soybeans,1995,636,27852.0,12.99,17982,Europe
Spain,Soybeans,1995,636,27852.0,17.66,17982,Europe
Spain,Sweet potatoes,1995,636,27852.0,17.33,181389,Europe
Spain,Sweet potatoes,1995,636,27852.0,12.99,181389,Europe
Spain,Sweet potatoes,1995,636,27852.0,17.66,181389,Europe
Spain,Wheat,1995,636,27852.0,17.33,14761,Europe
Spain,Wheat,1995,636,27852.0,12.99,14761,Europe
Spain,Wheat,1995,636,27852.0,17.66,14761,Europe
Spain,Maize,1996,636,33236.0,16.72,85308,Europe
Spain,Maize,1996,636,33236.0,11.96,85308,Europe
Spain,Maize,1996,636,33236.0,17.01,85308,Europe
Spain,Potatoes,1996,636,33236.0,16.72,211919,Europe
Spain,Potatoes,1996,636,33236.0,11.96,211919,Europe
Spain,Potatoes,1996,636,33236.0,17.01,211919,Europe
Spain,"Rice, paddy",1996,636,33236.0,16.72,69838,Europe
Spain,"Rice, paddy",1996,636,33236.0,11.96,69838,Europe
Spain,"Rice, paddy",1996,636,33236.0,17.01,69838,Europe
Spain,Sorghum,1996,636,33236.0,16.72,47204,Europe
Spain,Sorghum,1996,636,33236.0,11.96,47204,Europe
Spain,Sorghum,1996,636,33236.0,17.01,47204,Europe
Spain,Soybeans,1996,636,33236.0,16.72,19741,Europe
Spain,Soybeans,1996,636,33236.0,11.96,19741,Europe
Spain,Soybeans,1996,636,33236.0,17.01,19741,Europe
Spain,Sweet potatoes,1996,636,33236.0,16.72,158147,Europe
Spain,Sweet potatoes,1996,636,33236.0,11.96,158147,Europe
Spain,Sweet potatoes,1996,636,33236.0,17.01,158147,Europe
Spain,Wheat,1996,636,33236.0,16.72,30016,Europe
Spain,Wheat,1996,636,33236.0,11.96,30016,Europe
Spain,Wheat,1996,636,33236.0,17.01,30016,Europe
Spain,Maize,1997,636,34023.0,17.66,91501,Europe
Spain,Maize,1997,636,34023.0,13.02,91501,Europe
Spain,Maize,1997,636,34023.0,17.81,91501,Europe
Spain,Potatoes,1997,636,34023.0,17.66,216815,Europe
Spain,Potatoes,1997,636,34023.0,13.02,216815,Europe
Spain,Potatoes,1997,636,34023.0,17.81,216815,Europe
Spain,"Rice, paddy",1997,636,34023.0,17.66,68295,Europe
Spain,"Rice, paddy",1997,636,34023.0,13.02,68295,Europe
Spain,"Rice, paddy",1997,636,34023.0,17.81,68295,Europe
Spain,Sorghum,1997,636,34023.0,17.66,47633,Europe
Spain,Sorghum,1997,636,34023.0,13.02,47633,Europe
Spain,Sorghum,1997,636,34023.0,17.81,47633,Europe
Spain,Soybeans,1997,636,34023.0,17.66,21982,Europe
Spain,Soybeans,1997,636,34023.0,13.02,21982,Europe
Spain,Soybeans,1997,636,34023.0,17.81,21982,Europe
Spain,Sweet potatoes,1997,636,34023.0,17.66,166805,Europe
Spain,Sweet potatoes,1997,636,34023.0,13.02,166805,Europe
Spain,Sweet potatoes,1997,636,34023.0,17.81,166805,Europe
Spain,Wheat,1997,636,34023.0,17.66,22498,Europe
Spain,Wheat,1997,636,34023.0,13.02,22498,Europe
Spain,Wheat,1997,636,34023.0,17.81,22498,Europe
Spain,Maize,1998,636,35070.0,17.15,94731,Europe
Spain,Maize,1998,636,35070.0,12.4,94731,Europe
Spain,Maize,1998,636,35070.0,17.46,94731,Europe
Spain,Potatoes,1998,636,35070.0,17.15,234388,Europe
Spain,Potatoes,1998,636,35070.0,12.4,234388,Europe
Spain,Potatoes,1998,636,35070.0,17.46,234388,Europe
Spain,"Rice, paddy",1998,636,35070.0,17.15,70657,Europe
Spain,"Rice, paddy",1998,636,35070.0,12.4,70657,Europe
Spain,"Rice, paddy",1998,636,35070.0,17.46,70657,Europe
Spain,Sorghum,1998,636,35070.0,17.15,45317,Europe
Spain,Sorghum,1998,636,35070.0,12.4,45317,Europe
Spain,Sorghum,1998,636,35070.0,17.46,45317,Europe
Spain,Soybeans,1998,636,35070.0,17.15,20731,Europe
Spain,Soybeans,1998,636,35070.0,12.4,20731,Europe
Spain,Soybeans,1998,636,35070.0,17.46,20731,Europe
Spain,Sweet potatoes,1998,636,35070.0,17.15,169231,Europe
Spain,Sweet potatoes,1998,636,35070.0,12.4,169231,Europe
Spain,Sweet potatoes,1998,636,35070.0,17.46,169231,Europe
Spain,Wheat,1998,636,35070.0,17.15,28424,Europe
Spain,Wheat,1998,636,35070.0,12.4,28424,Europe
Spain,Wheat,1998,636,35070.0,17.46,28424,Europe
Spain,Maize,1999,636,33614.0,17.14,94808,Europe
Spain,Maize,1999,636,33614.0,12.09,94808,Europe
Spain,Maize,1999,636,33614.0,17.43,94808,Europe
Spain,Potatoes,1999,636,33614.0,17.14,247421,Europe
Spain,Potatoes,1999,636,33614.0,12.09,247421,Europe
Spain,Potatoes,1999,636,33614.0,17.43,247421,Europe
Spain,"Rice, paddy",1999,636,33614.0,17.14,75388,Europe
Spain,"Rice, paddy",1999,636,33614.0,12.09,75388,Europe
Spain,"Rice, paddy",1999,636,33614.0,17.43,75388,Europe
Spain,Sorghum,1999,636,33614.0,17.14,50000,Europe
Spain,Sorghum,1999,636,33614.0,12.09,50000,Europe
Spain,Sorghum,1999,636,33614.0,17.43,50000,Europe
Spain,Soybeans,1999,636,33614.0,17.14,22857,Europe
Spain,Soybeans,1999,636,33614.0,12.09,22857,Europe
Spain,Soybeans,1999,636,33614.0,17.43,22857,Europe
Spain,Sweet potatoes,1999,636,33614.0,17.14,160726,Europe
Spain,Sweet potatoes,1999,636,33614.0,12.09,160726,Europe
Spain,Sweet potatoes,1999,636,33614.0,17.43,160726,Europe
Spain,Wheat,1999,636,33614.0,17.14,20987,Europe
Spain,Wheat,1999,636,33614.0,12.09,20987,Europe
Spain,Wheat,1999,636,33614.0,17.43,20987,Europe
Spain,Maize,2000,636,34597.0,17.15,92157,Europe
Spain,Maize,2000,636,34597.0,12.2,92157,Europe
Spain,Maize,2000,636,34597.0,17.47,92157,Europe
Spain,Potatoes,2000,636,34597.0,17.15,259196,Europe
Spain,Potatoes,2000,636,34597.0,12.2,259196,Europe
Spain,Potatoes,2000,636,34597.0,17.47,259196,Europe
Spain,"Rice, paddy",2000,636,34597.0,17.15,70661,Europe
Spain,"Rice, paddy",2000,636,34597.0,12.2,70661,Europe
Spain,"Rice, paddy",2000,636,34597.0,17.47,70661,Europe
Spain,Sorghum,2000,636,34597.0,17.15,47033,Europe
Spain,Sorghum,2000,636,34597.0,12.2,47033,Europe
Spain,Sorghum,2000,636,34597.0,17.47,47033,Europe
Spain,Soybeans,2000,636,34597.0,17.15,21870,Europe
Spain,Soybeans,2000,636,34597.0,12.2,21870,Europe
Spain,Soybeans,2000,636,34597.0,17.47,21870,Europe
Spain,Sweet potatoes,2000,636,34597.0,17.15,149938,Europe
Spain,Sweet potatoes,2000,636,34597.0,12.2,149938,Europe
Spain,Sweet potatoes,2000,636,34597.0,17.47,149938,Europe
Spain,Wheat,2000,636,34597.0,17.15,30997,Europe
Spain,Wheat,2000,636,34597.0,12.2,30997,Europe
Spain,Wheat,2000,636,34597.0,17.47,30997,Europe
Spain,Maize,2001,636,35700.0,17.27,97208,Europe
Spain,Maize,2001,636,35700.0,12.33,97208,Europe
Spain,Maize,2001,636,35700.0,17.84,97208,Europe
Spain,Potatoes,2001,636,35700.0,17.27,259926,Europe
Spain,Potatoes,2001,636,35700.0,12.33,259926,Europe
Spain,Potatoes,2001,636,35700.0,17.84,259926,Europe
Spain,"Rice, paddy",2001,636,35700.0,17.27,75795,Europe
Spain,"Rice, paddy",2001,636,35700.0,12.33,75795,Europe
Spain,"Rice, paddy",2001,636,35700.0,17.84,75795,Europe
Spain,Sorghum,2001,636,35700.0,17.27,38704,Europe
Spain,Sorghum,2001,636,35700.0,12.33,38704,Europe
Spain,Sorghum,2001,636,35700.0,17.84,38704,Europe
Spain,Soybeans,2001,636,35700.0,17.27,26795,Europe
Spain,Soybeans,2001,636,35700.0,12.33,26795,Europe
Spain,Soybeans,2001,636,35700.0,17.84,26795,Europe
Spain,Sweet potatoes,2001,636,35700.0,17.27,195766,Europe
Spain,Sweet potatoes,2001,636,35700.0,12.33,195766,Europe
Spain,Sweet potatoes,2001,636,35700.0,17.84,195766,Europe
Spain,Wheat,2001,636,35700.0,17.27,23003,Europe
Spain,Wheat,2001,636,35700.0,12.33,23003,Europe
Spain,Wheat,2001,636,35700.0,17.84,23003,Europe
Spain,Maize,2002,636,40727.0,17.16,95142,Europe
Spain,Maize,2002,636,40727.0,12.52,95142,Europe
Spain,Maize,2002,636,40727.0,17.51,95142,Europe
Spain,Potatoes,2002,636,40727.0,17.16,279460,Europe
Spain,Potatoes,2002,636,40727.0,12.52,279460,Europe
Spain,Potatoes,2002,636,40727.0,17.51,279460,Europe
Spain,"Rice, paddy",2002,636,40727.0,17.16,72172,Europe
Spain,"Rice, paddy",2002,636,40727.0,12.52,72172,Europe
Spain,"Rice, paddy",2002,636,40727.0,17.51,72172,Europe
Spain,Sorghum,2002,636,40727.0,17.16,37970,Europe
Spain,Sorghum,2002,636,40727.0,12.52,37970,Europe
Spain,Sorghum,2002,636,40727.0,17.51,37970,Europe
Spain,Soybeans,2002,636,40727.0,17.16,26667,Europe
Spain,Soybeans,2002,636,40727.0,12.52,26667,Europe
Spain,Soybeans,2002,636,40727.0,17.51,26667,Europe
Spain,Sweet potatoes,2002,636,40727.0,17.16,171349,Europe
Spain,Sweet potatoes,2002,636,40727.0,12.52,171349,Europe
Spain,Sweet potatoes,2002,636,40727.0,17.51,171349,Europe
Spain,Wheat,2002,636,40727.0,17.16,28347,Europe
Spain,Wheat,2002,636,40727.0,12.52,28347,Europe
Spain,Wheat,2002,636,40727.0,17.51,28347,Europe
Spain,Maize,2004,636,47445.0,17.12,100691,Europe
Spain,Maize,2004,636,47445.0,12.17,100691,Europe
Spain,Maize,2004,636,47445.0,17.41,100691,Europe
Spain,Potatoes,2004,636,47445.0,17.12,271599,Europe
Spain,Potatoes,2004,636,47445.0,12.17,271599,Europe
Spain,Potatoes,2004,636,47445.0,17.41,271599,Europe
Spain,"Rice, paddy",2004,636,47445.0,17.12,72015,Europe
Spain,"Rice, paddy",2004,636,47445.0,12.17,72015,Europe
Spain,"Rice, paddy",2004,636,47445.0,17.41,72015,Europe
Spain,Sorghum,2004,636,47445.0,17.12,34355,Europe
Spain,Sorghum,2004,636,47445.0,12.17,34355,Europe
Spain,Sorghum,2004,636,47445.0,17.41,34355,Europe
Spain,Soybeans,2004,636,47445.0,17.12,26622,Europe
Spain,Soybeans,2004,636,47445.0,12.17,26622,Europe
Spain,Soybeans,2004,636,47445.0,17.41,26622,Europe
Spain,Sweet potatoes,2004,636,47445.0,17.12,165915,Europe
Spain,Sweet potatoes,2004,636,47445.0,12.17,165915,Europe
Spain,Sweet potatoes,2004,636,47445.0,17.41,165915,Europe
Spain,Wheat,2004,636,47445.0,17.12,32628,Europe
Spain,Wheat,2004,636,47445.0,12.17,32628,Europe
Spain,Wheat,2004,636,47445.0,17.41,32628,Europe
Spain,Maize,2005,636,41017.0,16.69,96099,Europe
Spain,Maize,2005,636,41017.0,12.26,96099,Europe
Spain,Maize,2005,636,41017.0,16.97,96099,Europe
Spain,Potatoes,2005,636,41017.0,16.69,269844,Europe
Spain,Potatoes,2005,636,41017.0,12.26,269844,Europe
Spain,Potatoes,2005,636,41017.0,16.97,269844,Europe
Spain,"Rice, paddy",2005,636,41017.0,16.69,69166,Europe
Spain,"Rice, paddy",2005,636,41017.0,12.26,69166,Europe
Spain,"Rice, paddy",2005,636,41017.0,16.97,69166,Europe
Spain,Sorghum,2005,636,41017.0,16.69,33972,Europe
Spain,Sorghum,2005,636,41017.0,12.26,33972,Europe
Spain,Sorghum,2005,636,41017.0,16.97,33972,Europe
Spain,Soybeans,2005,636,41017.0,16.69,24907,Europe
Spain,Soybeans,2005,636,41017.0,12.26,24907,Europe
Spain,Soybeans,2005,636,41017.0,16.97,24907,Europe
Spain,Sweet potatoes,2005,636,41017.0,16.69,161439,Europe
Spain,Sweet potatoes,2005,636,41017.0,12.26,161439,Europe
Spain,Sweet potatoes,2005,636,41017.0,16.97,161439,Europe
