bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
3,1.75,1790,9860,1.0,0,0,4,1410,380,1978,0,539000.0
4,2.75,3230,12651,2.0,0,0,4,3230,0,2002,0,409000.0
3,1.75,1400,4000,1.0,0,0,3,870,530,1951,0,510250.0
2,2.0,1370,3827,1.0,0,0,3,1020,350,1952,0,535000.0
3,2.5,1600,7936,2.0,0,0,3,1600,0,1996,0,280000.0
3,1.0,950,8400,1.0,0,0,3,950,0,1958,0,286000.0
3,2.75,2210,7660,1.0,0,1,4,1460,750,1968,0,710000.0
2,1.0,930,6380,1.0,0,0,4,930,0,1940,0,395000.0
2,1.0,810,8494,1.0,0,0,3,810,0,1949,0,237500.0
3,2.0,1630,6550,1.0,0,0,5,850,780,1912,0,464000.0
3,1.75,1770,10080,1.0,0,0,3,1770,0,1968,0,495000.0
1,1.0,710,6060,1.0,0,0,4,710,0,1916,0,257500.0
4,3.5,3990,23544,1.0,0,2,3,2300,1690,1999,0,570000.0
3,2.5,2310,7485,2.0,0,0,3,2310,0,1986,0,362000.0
33,1.75,1620,6000,1.0,0,0,5,1040,580,1947,0,640000.0
3,1.0,1140,8800,1.0,0,0,3,1140,0,1972,0,172500.0
2,1.0,1040,4880,1.0,0,0,3,1040,0,1910,1975,596000.0
4,2.5,2170,9796,1.0,0,0,4,1650,520,1980,0,840000.0
3,2.25,3370,23065,1.0,1,4,3,1920,1450,1980,0,1600000.0
2,1.5,901,1245,3.0,0,0,3,901,0,2001,0,435000.0
2,1.0,840,7870,1.0,0,0,3,840,0,1949,0,251000.0
4,1.0,1650,9750,1.0,0,0,4,1650,0,1964,0,282500.0
3,2.25,1380,7226,1.0,0,0,4,1140,240,1987,0,265000.0
3,1.0,910,10240,1.0,0,0,4,910,0,1969,0,330000.0
2,1.0,1230,3800,1.0,0,0,3,1230,0,1928,0,435000.0
3,1.75,1740,8560,1.0,0,0,3,1500,240,1948,0,827235.0
4,1.0,1290,5000,1.5,0,0,3,1290,0,1957,0,249950.0
3,2.5,1950,18533,2.0,0,0,3,1950,0,1988,0,400000.0
4,2.5,2150,7944,2.0,0,0,3,2150,0,1990,0,300499.0
4,2.0,1560,5220,1.0,0,0,3,1560,0,1959,0,449000.0
2,1.0,1120,3220,1.0,0,0,4,1120,0,1923,0,500000.0
3,1.5,1790,7526,1.0,0,0,3,1790,0,1953,2014,865000.0
4,3.5,3290,5414,2.0,0,1,3,2360,930,2006,0,899950.0
4,1.0,1540,9541,1.5,0,0,4,1540,0,1961,0,370000.0
5,3.25,4240,226097,2.0,0,0,3,3410,830,1980,0,442500.0
3,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0,310000.0
4,2.75,2970,12750,1.5,0,1,4,2130,840,1918,1986,1565000.0
4,2.25,2190,9113,2.0,0,0,3,2190,0,1986,0,245000.0
2,1.0,700,8100,1.0,0,0,3,700,0,1949,0,254950.0
6,4.5,3300,7480,2.0,0,0,3,3300,0,1980,0,510000.0
3,2.25,1370,5000,2.0,0,0,3,1370,0,1990,0,299950.0
4,2.5,2680,4500,2.0,0,0,3,2680,0,2011,0,379950.0
3,1.0,1390,4820,1.0,0,0,4,910,480,1926,0,350000.0
3,2.5,1700,3575,2.0,0,0,3,1700,0,2000,0,300000.0
3,2.25,2510,6339,1.5,0,2,5,1810,700,1932,0,994000.0
3,1.5,1700,8067,1.0,0,0,3,1250,450,1956,0,315000.0
4,2.5,2180,11200,1.0,0,0,4,2180,0,1968,0,480500.0
3,1.0,1770,5720,1.5,0,0,4,1140,630,1926,0,373000.0
4,2.5,3290,5951,2.0,0,0,3,3290,0,2003,0,728000.0
4,3.5,3040,7125,2.0,0,1,3,2240,800,2002,0,415000.0
4,2.5,2460,5091,2.0,0,0,3,2460,0,2003,0,427500.0
3,2.0,970,10000,1.0,0,0,5,970,0,1972,0,339300.0
3,1.75,1320,6205,1.0,0,0,5,1320,0,1948,0,313000.0
3,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,431500.0
3,1.5,1220,835,1.5,0,0,4,1220,0,1950,0,415000.0
3,1.75,1470,9750,1.0,0,0,4,1470,0,1978,0,490000.0
4,5.0,4630,24054,2.0,0,3,3,4630,0,2005,0,1425000.0
3,1.5,1400,9750,1.0,0,0,4,1400,0,1964,0,275000.0
2,1.0,1070,5080,1.0,0,0,5,1070,0,1942,0,325000.0
5,3.75,3630,6000,1.5,0,0,3,2470,1160,2004,0,1180000.0
4,1.5,1970,4590,2.5,0,0,3,1970,0,1909,0,690000.0
4,2.0,2010,9474,2.0,0,0,3,2010,0,1953,2003,410000.0
4,2.5,2820,5934,1.0,0,3,5,1770,1050,1952,0,960000.0
3,2.5,2530,8669,2.0,0,0,3,2530,0,1990,0,299250.0
2,1.0,710,14000,1.0,0,0,4,710,0,1953,0,239000.0
2,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0,235000.0
3,2.25,2370,217800,2.0,0,0,3,2370,0,1979,0,587000.0
4,2.5,2300,6087,2.0,0,0,3,2300,0,2001,0,431000.0
3,2.5,3110,6765,2.0,0,1,4,2550,560,1946,0,1636000.0
3,1.75,1990,6500,1.0,0,0,3,1090,900,1961,0,285000.0
3,3.0,2630,10156,1.0,0,0,4,2630,0,1987,0,778000.0
3,1.0,1300,7975,1.0,0,0,4,1300,0,1958,0,415000.0
2,1.75,1680,4500,1.0,0,0,3,1680,0,2004,0,550285.0
3,2.25,2180,9865,1.0,0,0,4,1660,520,1966,0,910000.0
3,2.5,2770,9136,2.0,0,0,3,2770,0,1991,0,860000.0
3,1.75,2120,5000,2.0,0,0,3,1980,140,1920,2010,765000.0
4,2.5,2830,20345,2.0,0,0,3,1980,850,1979,0,782000.0
3,3.5,1370,1764,2.0,0,0,3,1180,190,2000,0,525000.0
3,2.5,2810,435600,2.0,0,0,3,2810,0,1995,0,745000.0
3,3.5,3520,35512,2.0,0,2,3,2760,760,2005,0,470000.0
3,1.75,1990,5650,1.0,0,1,3,1320,670,1963,0,345000.0
3,2.25,2070,7800,1.0,0,0,3,1170,900,1964,0,279000.0
3,1.5,1320,8100,1.0,0,0,4,1320,0,1951,0,500000.0
3,1.0,1300,8160,1.0,0,0,4,1300,0,1960,0,237000.0
3,1.75,1260,9346,1.0,0,0,4,1260,0,1963,0,200500.0
4,1.75,2400,9900,1.0,0,0,3,1250,1150,1957,0,387500.0
4,2.0,1950,8040,1.0,0,0,3,1950,0,1961,0,392500.0
3,2.0,1430,12430,1.0,0,0,4,1430,0,1957,0,305000.0
4,2.5,2110,10100,1.0,0,2,3,2110,0,1968,2005,981000.0
4,2.5,2980,8770,2.0,0,0,3,2980,0,1990,0,680000.0
4,2.5,2068,7242,2.0,0,0,4,2068,0,1976,0,276000.0
4,3.5,3380,8330,2.0,0,0,3,3380,0,2000,0,655500.0
5,2.75,2810,13144,1.0,0,0,3,1440,1370,1964,0,555000.0
2,1.0,930,10505,1.0,0,0,3,930,0,1930,0,235000.0
3,1.0,1300,8879,1.0,0,0,3,920,380,1950,0,325000.0
3,1.0,1320,8100,1.0,0,0,3,880,440,1943,0,268950.0
3,1.5,1580,14040,1.0,0,0,3,1050,530,1980,0,264500.0
3,2.5,1620,5250,2.0,0,0,3,1620,0,1987,0,240000.0
3,2.5,2750,226512,2.0,0,0,3,2750,0,2000,0,819000.0
2,1.5,2210,5000,1.0,0,2,3,1530,680,1951,0,850000.0
4,2.25,1740,9600,1.0,0,2,3,1160,580,1957,0,294950.0
3,2.25,2120,13644,2.0,0,1,4,1420,700,1973,0,693000.0
4,2.5,2780,7290,2.0,0,0,3,2780,0,1989,0,478000.0
2,1.0,830,6893,1.0,0,0,3,830,0,1950,0,222000.0
4,2.5,2070,11286,2.0,0,0,3,2070,0,1996,0,635000.0
3,3.25,1390,1278,2.0,0,0,3,1140,250,2005,0,469000.0
4,2.5,2610,5866,2.0,0,0,3,2610,0,2005,0,350000.0
5,1.0,1460,11726,1.5,0,0,3,1290,170,1936,0,180000.0
4,2.25,3390,39356,1.0,0,0,4,1640,1750,1964,0,490000.0
3,1.5,1360,6000,1.0,0,0,3,860,500,1911,0,360000.0
4,2.5,2807,9430,2.0,0,0,3,2807,0,1996,0,630000.0
4,1.0,1340,2006,1.5,0,0,3,1340,0,1931,0,615000.0
3,2.25,1340,7202,2.0,0,0,4,1340,0,1989,0,279950.0
3,1.0,1160,8813,1.0,0,0,3,1160,0,1952,0,317000.0
4,2.25,2470,7350,1.0,0,0,3,1600,870,1978,0,618000.0
5,1.75,2000,8713,1.0,0,2,3,1000,1000,1962,0,620000.0
3,1.0,1110,6250,1.0,0,0,3,1110,0,1956,0,345000.0
3,1.5,2240,3750,1.0,0,0,3,1220,1020,1952,0,608000.0
4,2.25,1920,11603,2.0,0,0,4,1920,0,1967,0,325000.0
3,1.75,2270,13000,1.0,0,0,5,2270,0,1968,0,475000.0
3,3.0,1530,9997,1.0,0,0,3,1020,510,1992,0,154000.0
5,3.0,3330,19126,2.0,0,0,4,2610,720,1977,0,1190000.0
4,2.5,2643,5750,2.0,0,0,3,2643,0,2012,0,376950.0
2,2.0,1250,3360,1.0,0,0,3,1250,0,1957,0,500000.0
3,2.5,3230,129578,1.0,0,0,4,2100,1130,1964,0,499950.0
3,1.0,880,9035,1.0,0,0,4,880,0,1967,0,230000.0
4,2.5,2220,5900,2.0,0,0,3,2220,0,2014,0,652600.0
3,1.75,1130,7000,1.0,0,0,3,1130,0,1978,0,185000.0
3,1.0,1450,8820,1.0,0,0,3,1050,400,1958,0,274950.0
2,1.0,760,6035,1.0,0,0,3,760,0,1920,0,447000.0
2,1.0,1150,30184,1.0,0,0,3,1150,0,1950,0,129000.0
5,3.0,2720,9856,2.0,0,0,4,2720,0,1969,0,436000.0
3,1.75,2080,5000,2.0,0,0,5,2080,0,1906,0,825000.0
3,1.0,1080,16000,1.0,0,0,3,1080,0,1952,0,225000.0
3,2.5,1890,6088,2.0,0,0,3,1890,0,1996,0,265000.0
3,1.5,1500,5111,2.0,0,0,5,1500,0,1984,0,765000.0
4,2.0,1960,2166,1.5,0,0,4,1260,700,1926,0,509000.0
4,1.75,2570,8640,1.0,0,0,4,2570,0,1958,0,762450.0
5,1.5,1830,9000,1.0,0,2,3,1030,800,1955,0,465000.0
3,1.75,1980,6250,1.0,0,1,5,1090,890,1910,0,564000.0
2,1.0,1130,5236,1.0,0,0,4,1130,0,1942,0,384500.0
3,2.0,2010,33090,1.5,0,2,5,2010,0,1986,0,415000.0
2,1.75,1820,8409,1.0,0,0,4,910,910,1948,0,345000.0
4,2.5,2340,6896,2.0,0,0,3,2340,0,2001,0,465950.0
3,1.75,1780,11096,1.0,0,0,3,1210,570,1979,0,325000.0
3,1.75,1780,11096,1.0,0,0,3,1210,570,1979,0,500000.0
4,2.5,2450,20348,1.0,0,0,3,1410,1040,1978,0,450000.0
4,3.0,2410,8284,1.0,0,0,5,1210,1200,1969,0,475000.0
5,1.75,3380,20021,1.0,0,0,4,1690,1690,1963,0,1346400.0
3,1.5,1710,5120,2.0,0,0,4,1710,0,1920,0,747000.0
3,1.75,1740,6220,1.0,0,0,4,1740,0,1954,0,395000.0
3,2.5,1995,1483,3.0,0,0,3,1760,235,2005,0,505000.0
3,2.0,1760,9282,1.0,0,0,5,1100,660,1947,0,215000.0
4,3.5,3970,210830,2.0,0,0,3,3970,0,2000,0,775000.0
4,2.5,3000,5471,2.0,0,0,3,3000,0,2013,0,540000.0
3,1.75,1540,8925,1.0,0,0,4,1540,0,1957,0,392500.0
3,2.0,2160,15788,1.0,0,0,3,2160,0,1951,0,987000.0
3,2.0,2160,15788,1.0,0,0,3,2160,0,1951,0,1190000.0
3,2.0,1810,10684,2.0,0,0,3,1810,0,1987,0,252500.0
3,3.5,2440,3502,2.0,0,0,3,1970,470,2000,0,730000.0
6,2.75,3200,9200,1.0,0,2,4,1600,1600,1953,0,497300.0
4,2.5,2970,34981,2.0,0,0,3,2970,0,1998,0,640000.0
5,2.0,2290,7125,1.0,0,0,3,1190,1100,1964,0,580000.0
3,1.75,1820,34800,1.0,0,0,4,1820,0,1967,0,377000.0
4,3.5,3010,3600,2.0,0,0,3,2370,640,1999,0,1280000.0
3,1.5,1360,1488,2.0,0,0,3,1120,240,2003,0,396500.0
4,2.5,2080,2999,2.0,0,0,3,2080,0,1998,0,300000.0
3,1.0,1110,4800,1.5,0,0,3,1110,0,1946,0,532000.0
2,1.75,1560,4500,1.0,0,0,3,1560,0,2004,0,579000.0
4,2.5,3520,7815,2.0,0,3,3,3140,380,1929,0,1400000.0
5,1.75,2280,43560,1.0,0,1,4,1380,900,1949,0,571000.0
3,1.75,1370,9288,1.0,0,0,4,1370,0,1988,0,301950.0
3,3.0,2340,2970,2.0,0,0,5,2160,180,1925,0,660000.0
4,2.5,3170,10688,2.0,0,2,3,3170,0,2001,0,455000.0
3,1.75,1380,5060,1.0,0,0,3,1380,0,1986,0,375000.0
4,2.5,2700,6769,2.0,0,0,3,2700,0,1999,0,470000.0
3,2.5,1300,10484,2.0,0,0,3,1300,0,1983,0,374990.0
2,2.5,1900,3690,2.0,0,0,3,1900,0,2006,0,541500.0
3,2.5,3750,7821,2.0,0,0,3,3750,0,2001,0,782500.0
3,2.25,1552,3677,2.0,0,0,3,1552,0,2012,0,264000.0
4,2.5,2500,7417,2.0,0,0,3,2500,0,1991,0,640000.0
3,2.0,1770,8141,1.0,0,0,5,1770,0,1952,0,660000.0
5,3.5,4210,17258,2.0,0,3,3,4210,0,1995,0,1365000.0
3,2.5,2170,8140,2.0,0,0,3,2170,0,1994,0,389950.0
2,1.0,1510,19874,1.0,0,0,3,1510,0,1951,0,226000.0
3,1.75,1870,40250,1.0,0,0,5,1870,0,1959,0,390000.0
3,2.25,1570,8111,2.0,0,0,3,1570,0,1984,0,485000.0
4,2.5,2480,4602,2.0,0,0,3,2480,0,2000,0,840000.0
5,3.5,3580,21343,1.5,0,0,4,2140,1440,1937,0,600000.0
2,1.0,1480,6210,1.0,0,0,3,1080,400,1950,0,331000.0
3,2.0,2610,6000,1.0,0,0,5,1310,1300,1941,0,780000.0
3,1.75,1700,8481,2.0,0,0,3,1700,0,1993,0,300000.0
3,1.75,1240,7620,1.0,0,0,3,1240,0,1968,2014,361810.0
3,1.0,1660,6582,1.0,0,0,5,1000,660,1946,0,467000.0
3,1.75,1620,10000,1.5,0,0,5,1620,0,1918,0,399000.0
3,1.75,1130,7500,1.5,0,0,4,1130,0,1908,0,315450.0
3,1.0,1310,5000,1.5,0,0,3,1310,0,1906,0,600000.0
4,2.0,1710,5200,1.0,0,0,4,910,800,1977,0,247500.0
3,1.0,2140,5037,1.0,0,0,3,2140,0,1957,0,330000.0
4,2.25,2350,7210,1.5,0,0,4,2350,0,1972,0,500000.0
3,1.0,1570,10050,1.0,0,0,3,1570,0,1963,0,367500.0
3,2.5,2780,32880,1.0,0,0,3,2780,0,1993,0,560000.0
4,1.75,2540,7620,1.0,0,3,3,1320,1220,1948,0,655000.0
5,2.75,2500,7140,1.0,0,0,4,1250,1250,1968,0,530000.0
3,2.25,2080,26574,1.0,0,2,3,1380,700,1993,0,270000.0
3,2.0,1760,2875,2.0,0,2,3,1290,470,1988,0,437500.0
3,1.75,1760,10349,1.0,0,0,3,1760,0,1957,0,575000.0
4,2.5,1940,6887,2.0,0,0,3,1940,0,1990,0,278000.0
4,2.5,3010,6181,2.0,0,0,3,3010,0,2000,0,568500.0
4,3.0,2460,9606,1.0,0,0,3,2460,0,2012,0,280000.0
2,1.0,750,6350,1.0,0,0,3,750,0,1920,0,250000.0
3,0.75,1300,72309,1.0,0,0,3,680,620,1950,1987,247500.0
5,2.75,3710,13874,1.5,0,3,4,2340,1370,1977,0,1250000.0
4,2.5,2360,15008,1.0,0,0,3,1920,440,1986,0,535000.0
3,2.5,3190,6899,2.0,0,0,3,3190,0,2014,0,814842.0
4,2.5,2181,5521,2.0,0,0,3,2181,0,2006,0,340000.0
3,1.75,1890,9100,2.0,0,0,4,1890,0,1952,0,359950.0
3,1.75,2610,5544,1.5,0,0,3,1680,930,1934,0,750000.0
4,2.0,3090,8125,2.5,0,0,5,3090,0,1918,0,1220000.0
2,1.0,860,5040,1.0,0,0,3,860,0,1956,0,370000.0
3,1.0,1000,9170,1.0,0,0,3,1000,0,1980,0,329950.0
3,2.5,2760,35171,2.0,0,0,3,2760,0,1990,0,500000.0
4,2.5,3490,18521,2.0,0,0,4,3490,0,1990,0,734000.0
4,2.5,2960,5054,2.0,0,0,3,2960,0,2006,0,385000.0
2,1.0,1280,4635,1.0,0,0,3,840,440,1917,0,230000.0
4,3.5,3230,7200,1.0,0,1,3,1640,1590,2000,0,1385000.0
3,2.0,1830,4992,1.0,0,0,3,1230,600,1953,0,210000.0
3,1.75,1420,13187,1.0,0,0,4,1420,0,1974,0,293000.0
3,1.0,1580,3774,1.5,0,0,3,1580,0,1900,0,465000.0
3,2.25,1960,44634,1.0,0,0,3,1130,830,1984,0,449000.0
2,1.75,1670,10725,1.0,0,0,3,1670,0,1965,0,325000.0
3,2.0,1670,7056,1.0,0,0,4,1670,0,1958,0,180000.0
6,3.0,2960,5000,1.0,0,0,3,1790,1170,1968,0,650000.0
4,2.75,2420,7102,1.0,0,0,5,1670,750,1946,0,665000.0
3,2.0,1420,16000,1.0,0,0,3,1420,0,1966,0,324450.0
4,1.75,2170,5750,1.0,0,2,3,1370,800,1975,0,588000.0
4,1.0,1310,5200,1.5,0,0,3,1160,150,1945,0,200000.0
4,1.75,1830,11090,1.0,0,0,3,1060,770,1962,0,383000.0
3,2.0,1360,2500,1.0,0,0,3,730,630,1986,0,499950.0
5,2.5,3440,12350,1.0,0,2,4,1760,1680,1976,0,549000.0
5,3.0,2010,7264,1.0,0,0,3,1290,720,1990,0,465000.0
3,2.5,2450,19744,2.0,0,0,3,2450,0,1990,0,450000.0
4,2.5,3030,7800,2.0,0,0,3,1580,1450,1991,0,799900.0
4,2.5,2480,91911,1.0,0,2,4,1470,1010,1973,0,495000.0
3,3.5,4310,10842,2.0,0,2,3,3140,1170,1988,0,1200000.0
4,2.5,2120,15000,2.0,0,0,4,2120,0,1983,0,637000.0
4,1.0,2210,4366,2.0,0,0,3,2210,0,1901,0,589000.0
3,1.75,1400,10350,1.0,0,0,4,1400,0,1976,0,305000.0
4,2.25,2760,5200,2.0,0,0,3,1790,970,1910,2003,600000.0
4,2.5,2550,6256,2.0,0,0,3,2550,0,1992,0,587000.0
2,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0,1425000.0
4,1.0,1320,11212,1.0,0,0,5,1320,0,1914,0,250000.0
3,3.0,2440,3202,2.0,0,0,4,1640,800,1982,0,515000.0
4,2.75,3780,10308,2.0,0,0,3,3780,0,1999,0,833000.0
3,3.25,4720,32467,2.0,0,2,3,3190,1530,1998,0,860000.0
4,3.0,2360,6678,1.0,0,0,3,1760,600,1949,0,550000.0
2,1.0,890,6000,1.0,0,0,2,890,0,1919,0,180000.0
4,1.75,1770,9375,1.0,0,0,4,1170,600,1968,0,507000.0
3,2.0,1720,128066,1.0,0,0,3,1720,0,1994,0,427000.0
3,3.5,2490,2722,2.0,0,0,3,2020,470,1999,0,616950.0
4,1.75,1890,10550,1.0,0,0,5,1010,880,1969,0,372000.0
2,1.0,1020,6380,1.0,0,0,3,1020,0,1930,1973,290000.0
4,2.75,2420,8438,2.0,0,0,3,2420,0,1997,0,329990.0
3,1.75,1600,8156,1.0,0,0,5,1600,0,1948,0,393500.0
5,3.25,3370,17458,1.0,0,2,5,2000,1370,1982,0,1550000.0
4,2.25,1720,8300,1.0,0,0,4,1720,0,1973,0,240000.0
3,1.0,1090,8640,1.0,0,0,4,1090,0,1973,0,285000.0
3,1.5,1090,9862,1.0,0,0,3,1090,0,1987,0,382500.0
4,3.75,3600,16101,1.0,0,0,3,3600,0,1951,0,1925000.0
3,2.5,2760,9471,1.0,0,2,3,1760,1000,1956,0,800000.0
4,3.5,2770,24140,2.0,0,0,3,2770,0,1967,0,550000.0
4,1.75,2520,15205,1.0,0,0,4,2040,480,1954,0,387846.0
4,2.0,1960,16015,1.0,0,0,3,1960,0,1980,0,367500.0
5,1.0,1760,4264,2.0,0,0,3,1760,0,1902,0,780500.0
3,1.75,1090,6775,1.0,0,0,4,850,240,1950,0,680000.0
5,1.75,1960,7875,1.0,0,0,4,1960,0,1968,0,434400.0
2,1.0,1220,17172,1.0,0,0,4,1220,0,1947,0,370000.0
3,1.75,1730,8073,1.0,0,0,3,1350,380,1971,0,465000.0
3,2.0,1830,6925,1.0,0,0,4,1830,0,1979,0,323000.0
4,2.5,1600,9921,2.0,0,0,3,1600,0,2009,0,270000.0
3,1.75,2040,42693,1.0,0,2,3,2040,0,1980,0,1320000.0
4,2.5,2710,6583,2.0,0,0,3,2710,0,2003,0,560000.0
3,1.0,1140,4500,1.0,0,0,3,840,300,1907,0,450000.0
2,1.0,930,7740,1.0,0,0,3,930,0,1924,0,290000.0
3,2.0,1010,21340,1.0,0,0,3,1010,0,1980,0,354000.0
5,3.0,2380,5000,2.0,0,0,5,2380,0,1909,0,705000.0
3,2.25,1860,7200,1.0,0,0,4,1240,620,1977,0,445000.0
3,1.0,1440,11925,1.0,0,0,3,1440,0,1968,0,229900.0
4,2.5,2980,5896,2.0,0,0,3,2980,0,2001,0,610000.0
3,3.25,2670,5108,2.0,0,2,3,2670,0,2000,0,535000.0
3,1.75,2150,8925,1.0,0,0,4,2150,0,1960,0,437400.0
5,2.75,3160,10059,2.0,0,0,3,1740,1420,1978,0,540000.0
3,2.0,1890,29185,1.0,0,0,3,1470,420,1949,2013,570000.0
3,2.5,2810,4607,2.0,0,0,3,2810,0,2004,0,533000.0
3,2.5,2690,4819,2.0,0,0,3,2690,0,2004,0,555000.0
3,1.75,1230,9600,1.0,0,0,4,1230,0,1984,0,239950.0
3,1.0,950,9451,1.0,0,0,4,950,0,1977,0,350000.0
2,1.0,1200,4880,1.0,0,0,3,980,220,1943,0,245000.0
4,1.75,1670,9886,1.0,0,0,5,1670,0,1947,0,456000.0
4,2.25,2140,7701,1.0,0,0,4,1470,670,1977,0,465000.0
2,1.75,1440,4660,1.0,0,2,3,1440,0,2008,0,445000.0
5,2.75,3050,7500,1.0,0,0,4,1800,1250,1966,0,517850.0
5,2.75,2570,7260,2.0,0,0,3,2570,0,1996,0,329000.0
3,2.5,1840,2875,2.0,0,0,4,1840,0,1997,0,512500.0
2,1.0,1250,8100,1.0,0,0,4,1250,0,1947,0,365000.0
3,1.0,1410,9384,1.0,0,0,3,1410,0,1948,0,450500.0
3,1.0,1560,8232,1.0,0,0,3,1560,0,1952,0,915000.0
3,1.0,960,7314,1.0,0,0,5,960,0,1960,0,205000.0
4,2.5,1870,8449,2.0,0,0,3,1870,0,1992,0,314000.0
2,1.0,900,9260,1.0,0,0,3,900,0,1946,0,496000.0
4,1.0,2050,7590,1.0,0,0,3,1280,770,1957,0,329950.0
4,2.0,2400,6000,2.0,0,0,3,2400,0,1913,1945,375000.0
3,2.5,1850,7777,2.0,0,0,5,1850,0,1989,0,623000.0
4,1.5,1220,9600,1.0,0,0,3,1220,0,1980,0,310000.0
3,3.25,3140,37120,1.0,0,0,3,1760,1380,1984,0,532500.0
4,2.25,2410,4560,2.0,0,2,5,1800,610,1929,0,960000.0
4,2.5,3130,40918,2.0,0,0,3,3130,0,1994,0,598000.0
3,2.5,2300,9218,2.0,0,2,3,2300,0,1998,0,683000.0
5,2.5,2840,9425,1.0,0,0,4,1590,1250,1962,0,425000.0
5,2.75,1800,3780,1.5,0,0,3,1400,400,1926,0,533000.0
3,1.0,1190,9486,1.0,0,0,4,1190,0,1953,0,375000.0
3,2.0,1710,7225,2.0,0,0,4,1710,0,1988,0,250500.0
4,1.75,1900,22896,1.5,0,0,3,1360,540,1922,1990,257000.0
3,1.0,880,18205,1.0,0,0,4,880,0,1945,0,218000.0
3,2.0,2060,4437,1.0,0,0,3,1030,1030,1929,0,460000.0
3,1.0,1360,6186,1.5,0,0,4,760,600,1941,0,255544.0
2,2.0,1680,4647,1.0,0,0,3,1680,0,2008,0,560000.0
4,2.5,2980,4074,2.0,0,0,3,2980,0,2011,0,480000.0
5,1.75,2130,19180,1.0,0,0,3,1500,630,1968,0,1300000.0
3,2.75,2650,9752,1.0,0,0,3,2650,0,1989,0,580000.0
3,2.5,1700,9100,1.0,0,0,3,1160,540,1998,0,475000.0
4,2.5,2680,12215,1.0,1,4,3,1590,1090,1956,0,1309500.0
3,2.5,2530,623779,1.0,0,0,4,2530,0,1980,0,700000.0
3,2.5,2520,10223,2.0,0,0,3,2520,0,1988,0,590000.0
3,2.5,1630,8346,1.0,0,0,3,1630,0,1990,0,264500.0
2,1.0,730,2600,1.0,0,0,4,730,0,1918,0,465000.0
3,1.0,910,7620,1.0,0,2,3,910,0,1971,0,290000.0
4,4.5,4510,12873,2.0,0,2,3,4510,0,1998,0,1815000.0
3,1.0,1110,12150,1.0,0,0,4,1110,0,1957,0,416000.0
4,2.0,1450,8940,1.0,0,0,3,1450,0,1962,0,360000.0
5,2.75,2910,36250,1.0,0,0,3,1590,1320,1977,0,585083.0
4,2.75,2600,2750,1.5,0,0,3,1620,980,1936,0,840000.0
2,1.0,730,9975,1.0,0,0,1,730,0,1943,0,81000.0
3,2.25,2440,9200,1.0,0,1,4,2440,0,1950,0,1285000.0
4,1.75,2290,7380,1.0,0,0,3,1390,900,1963,0,326000.0
2,1.0,720,7500,1.0,0,2,3,720,0,1925,0,447000.0
3,1.0,940,7125,1.5,0,0,4,940,0,1958,0,185000.0
3,2.5,1540,7773,2.0,0,0,4,1540,0,1982,0,439950.0
3,1.5,1140,10300,1.5,0,0,4,1140,0,1967,0,234000.0
4,2.5,2100,8886,2.0,0,0,4,2100,0,1964,0,485000.0
4,1.75,2670,6250,2.0,0,0,4,2020,650,1941,0,750000.0
4,2.0,2750,5527,2.0,0,0,3,2130,620,1901,1987,865000.0
4,2.5,2570,9000,1.0,0,0,4,1590,980,1979,0,287500.0
3,1.75,1660,9673,1.0,0,0,3,1130,530,1976,0,375000.0
3,2.25,1700,8800,1.0,0,0,5,850,850,1969,0,565000.0
4,3.0,1530,8306,2.0,0,0,3,1530,0,2010,0,260000.0
3,1.0,1260,10900,1.0,0,0,4,1260,0,1943,0,190000.0
5,2.0,2760,6420,1.0,0,0,5,1380,1380,1964,0,399950.0
3,2.5,1830,7062,2.0,0,0,3,1830,0,1990,0,275000.0
3,2.75,2160,4086,1.0,0,0,3,1380,780,1987,0,528000.0
3,2.0,1770,9685,1.0,0,0,3,1770,0,1948,0,315000.0
2,2.25,2210,5500,1.0,0,0,4,1410,800,1968,0,614306.0
3,3.5,4560,14608,2.0,0,2,3,4560,0,1990,0,1490000.0
3,2.5,2110,3870,2.0,0,0,3,2110,0,2004,0,590000.0
3,1.0,1130,3600,1.0,0,0,3,1130,0,1908,0,261500.0
4,2.5,1960,9898,2.0,0,0,3,1960,0,2001,0,300000.0
3,2.25,2230,4551,1.5,0,2,5,1450,780,1928,0,439000.0
5,2.25,2350,13000,1.0,0,0,3,2350,0,1961,0,277554.0
3,2.0,1340,8505,1.0,0,0,3,1340,0,1931,0,215000.0
2,2.25,2160,17861,2.0,1,4,4,2160,0,1956,0,1200000.0
4,2.0,1700,6375,1.0,0,0,4,850,850,1950,0,420000.0
3,2.5,1650,3436,2.0,0,0,3,1650,0,2003,0,485000.0
3,2.0,1540,8316,1.0,0,0,5,1540,0,1954,0,202500.0
5,3.25,3920,8572,2.0,0,0,3,3920,0,2007,0,710000.0
4,2.5,3250,6933,2.0,0,0,3,3250,0,2009,0,535000.0
4,1.75,1360,7700,1.0,0,0,4,1360,0,1966,0,260000.0
